Kuaizhou,Kuaizhou-1A, China,Small lift expendable launch vehicle,300 kg (660 lb),N/A,250 kg (550 lb) to 500 km (310 mi) (SSO) 200 kg (440 lb) to 700 km (430 mi) (SSO),2017,CASC,In service,[116][117]
Kuaizhou,Kuaizhou-11, China,Small lift expendable launch vehicle,"1,500 kg (3,300 lb)",,"1,000 kg (2,200 lb) to 700 km (430 mi) (SSO)",2019-20 (Planned),CASC,Under development,[118]
Kuaizhou,Kuaizhou-21, China,Heavy lift expendable launch vehicle,"20,000 kg (44,000 lb)",,,2025 (Projected),CASC,Under development,[116][119]
Kuaizhou,Kuaizhou-31, China,Super heavy lift expendable launch vehicle,"70,000 kg (150,000 lb)",,,TBD,CASC,Under development,[116][119]
Lambda (rocket family),Lambda (rocket family), Japan,Small lift expendable launch vehicle,26 kg (57 lb),,,1970,ISAS/Nissan,Retired,[120]
Long 1 March rocket family,Long March 1, China,Small lift expendable launch vehicle,300 kg (660 lb),N/A,,1970,MAI/CASC/CAST,Retired,[121]
Long 1 March rocket family,Long March 1D, China,Small lift expendable launch vehicle,"930 kg (2,050 lb)",N/A,,1995,CALT,Retired,[122]
Long March 2,Long March 2A, China,Medium lift expendable launch vehicle,"2,000 kg (4,400 lb)",,,1974,CALT,Retired,[123]
Long March 2,Long March 2C, China,Medium lift expendable launch vehicle,"3,850 kg (8,490 lb)","1,250 kg (2,760 lb)","1,900 kg (4,200 lb) to SSO",1982,CALT,In service,[123]
Long March 2,Long March 2D, China,Medium lift expendable launch vehicle,"3,500 kg (7,700 lb)",,"1,300 kg (2,900 lb) to SSO",1992,CALT,In service,[123]
Long March 2,Long March 2E, China,Medium lift expendable launch vehicle,"9,500 kg (20,900 lb)","3,500 kg (7,700 lb)",,1990,CALT,In service,[123]
Long March 2,Long March 2F, China,Medium lift expendable launch vehicle,"8,400 kg (18,500 lb)",,,1990,CALT,In service,[123]
Long March 3,Long 3 March, China,Medium lift expendable launch vehicle,"5,000 kg (11,000 lb)","1,500 kg (3,300 lb)",,1984,CALT,Retired,[124]
Long March 3,Long March 3A, China,Medium lift expendable launch vehicle,"8,500 kg (18,700 lb)","2,600 kg (5,700 lb)","1,600 kg (3,500 lb) to HCO",1993,CALT,In service,[124]
Long March 3,"Long March 3B, 3B/E", China,Medium lift expendable launch vehicle,"11,500 kg (25,400 lb)","5,100 kg (11,200 lb)","3,300 kg (7,300 lb) to HCO 2,000 kg (4,400 lb) to GEO",1996,CALT,In service,[124]
Long March 3,"Long March 3C, 3C/E", China,Medium lift expendable launch vehicle,,"3,900 kg (8,600 lb)","2,400 kg (5,300 lb) to HCO",2008,CALT,In service,[124]
Long March 4,Long March 4A, China,Medium lift expendable launch vehicle,"4,000 kg (8,800 lb)",,"1,500 kg (3,300 lb) to Sun-synchronous orbit",1988,CALT,Retired,[125]
Long March 4,Long March 4B, China,Medium lift expendable launch vehicle,"4,200 kg (9,300 lb)","1,500 kg (3,300 lb)","2,800 kg (6,200 lb) to SSO",1999,CALT,In service,[125]
Long March 4,Long March 4C, China,Medium lift expendable launch vehicle,"4,200 kg (9,300 lb)","1,500 kg (3,300 lb)","2,800 kg (6,200 lb) to SSO",2006,CALT,In service,[125]
Long March 5,Long March 5, China,Heavy lift expendable launch vehicle,"25,000 kg (55,000 lb) (200 km (120 mi) x 400 km (250 mi))","14,000 kg (31,000 lb)","8,200 kg (18,100 lb) to TLI",2016,CALT,In service,[126]
Long March 6,Long March 6, China,Small lift expendable launch vehicle,,N/A,"1,080 kg (2,380 lb) to 700 km (430 mi) (SSO)",2015,CALT,In service,[127]
Long March 7,Long March 7, China,Medium lift expendable launch vehicle,"13,500 kg (29,800 lb) (200 km (120 mi) x 400 km (250 mi))","5,500 kg (12,100 lb)",,2016,CALT,In service,[128]
Long March 9[129],Long March 9[129], China,Super heavy lift,"140,000[130]","66,000[131]","50,000 to TLI[130]  44,000 to TMI[132]",2028[133]–2030[132],CALT,In development
Long March 11,Long March 11, China,Small lift expendable launch vehicle,"700 kg (1,500 lb)",,350 kg (770 lb) to 700 km (430 mi) (Sun-synchronous orbit),2015,CALT,In service,[134]
Mu (rocket family),Mu-3C, Japan,Small lift expendable launch vehicle,195 kg (430 lb),,,1974,ISAS/Nissan/IHI,Retired,[135]
Mu (rocket family),Mu-3H, Japan,Small lift expendable launch vehicle,300 kg (660 lb),,,1977,ISAS/Nissan/IHI,Retired,[135]
Mu (rocket family),Mu-3S, Japan,Small lift expendable launch vehicle,300 kg (660 lb),,,1980,ISAS/Nissan/IHI,Retired,[135]
Mu (rocket family),Mu-3SII, Japan,Small lift expendable launch vehicle,"770 kg (1,700 lb)",,,1985,ISAS/Nissan/IHI,Retired,[135]
Mu (rocket family),Mu-4S, Japan,Small lift expendable launch vehicle,180 kg (400 lb),,,1971,ISAS/Nissan/IHI,Retired,[135]
Mu (rocket family),M-V, Japan,Small lift expendable launch vehicle,"1,850 kg (4,080 lb)",,"1,300 kg (2,900 lb) to Polar LEO",1997,ISAS/Nissan/IHI,Retired,[135]
N (rocket family),N-I, United States  Japan,Small lift expendable launch vehicle,"1,200 kg (2,600 lb)",360 kg (790 lb),,1975,Mitsubishi Heavy Industries/McDonnell Douglas,Retired,[136]
N (rocket family),N-II, United States  Japan,Medium lift expendable launch vehicle,"2,000 kg (4,400 lb)","730 kg (1,610 lb)",,1981,Mitsubishi Heavy Industries/McDonnell Douglas,Retired,[137]
Paektusan-1,Paektusan-1, North Korea,Small lift expendable launch vehicle,"700 kg (1,500 lb)",,,1998,KCST,Retired,[138]
Polar Satellite Launch Vehicle,PSLV-G, India,Medium lift expendable launch vehicle,"3,200 kg (7,100 lb)","1,050 kg (2,310 lb)","1,600 kg (3,500 lb) to SSO",1993,ISRO,Retired,[139]
Polar Satellite Launch Vehicle,PSLV-CA, India,Medium lift expendable launch vehicle,"2,100 kg (4,600 lb)",,"1,100 kg (2,400 lb) to SSO",2007,ISRO,In service,[139]
Polar Satellite Launch Vehicle,PSLV-XL, India,Medium lift expendable launch vehicle,"3,800 kg (8,400 lb)","1,300 kg (2,900 lb)","1,750 kg (3,860 lb) to SSO 1,350 kg (2,980 lb) to TMI",2008,ISRO,In service,[139]
Polar Satellite Launch Vehicle,PSLV-DL, India,Medium lift expendable launch vehicle,"2,100 kg (4,600 lb)",,"1,100 kg (2,400 lb) to SSO",2019,ISRO,In service,[139]
Polar Satellite Launch Vehicle,PSLV-QL, India,Medium lift expendable launch vehicle,"3,800 kg (8,400 lb)","1,300 kg (2,900 lb)","1,750 kg (3,860 lb) to SSO 1,350 kg (2,980 lb) to TMI",2019,ISRO,In service,[139]
Polar Satellite Launch Vehicle,PSLV-3S, India,Small lift expendable launch vehicle,"500 kg (1,100 lb) (550 km (340 mi)",,,N/A,ISRO,Concept only,[139]
Qonoos,Qonoos, Iran,Medium lift expendable launch vehicle,"3,500 kg (7,700 lb)","1,500 kg (3,300 lb)",,2025 (Projected),ISA,Under development,[citation needed]
Reusable Launch Vehicle,Reusable Launch Vehicle, India,TSTO Reusable launch system,,,,2016 (Flight experiment),ISRO,Under development,[140]
RPS-420,Pengorbitan-1, Indonesia,Small lift expendable launch vehicle,25 kg (55 lb),N/A,,TBD,LAPAN,Proposed,[141]
RPS-420,Pengorbitan-2, Indonesia,Small lift expendable launch vehicle,50 kg (110 lb),N/A,,TBD,LAPAN,Proposed,[141]
S-Series (rocket family),SS-520, Japan,Small lift expendable launch vehicle,100 kg (220 lb) (>300 km (190 mi),N/A,,1980,IHI Corporation,In service,[142]
Safir,Safir, Iran,Small lift expendable launch vehicle,65 kg (143 lb),N/A,,2008,ISA,In service,[143]
Satellite Launch Vehicle,Satellite Launch Vehicle, India,Small lift expendable launch vehicle,40 kg (88 lb) (400 km (250 mi),N/A,,1979,ISRO,Retired,[144]
Shavit,Shavit, Israel,Small lift expendable launch vehicle,"800 kg (1,800 lb)",N/A,,1988,Israel Aerospace Industries,In service,[145]
Simorgh,Simorgh, Iran,Small lift expendable launch vehicle,350 kg (770 lb),N/A,,2016 (Sub-orbital),ISA,Under development,[146]
Small Satellite Launch Vehicle,Small Satellite Launch Vehicle, India,Small lift expendable launch vehicle,"500 kg (1,100 lb) (500 km (310 mi))",N/A,300 kg (660 lb),2020 (Planned),ISRO,Under development,[147]
TSLV,TSLV, Republic of China,Small lift expendable launch vehicle,50 kg (110 lb) (700 km (430 mi)),N/A,,TBD,NSPO,Under development,[148][149]
Unha,Unha, North Korea,Small lift expendable launch vehicle,200 kg (440 lb) (465 km (289 mi) x 502 km (312 mi)),N/A,,2009,KCST,In service,[150]
Unified Modular Launch Vehicle,ULV with 6 x S-13 boosters, India,Medium lift expendable launch vehicle,"4,500 kg (9,900 lb)","1,500 kg (3,300 lb)",,No earlier than 2022,ISRO,Under development,[92][151][152]
Unified Modular Launch Vehicle,ULV with 2 x S-60 boosters, India,Medium lift expendable launch vehicle,"10,000 kg (22,000 lb)","3,000 kg (6,600 lb)",,No earlier than 2022,ISRO,Under development,[92][151][152]
Unified Modular Launch Vehicle,ULV with 2 x S-139 boosters, India,Medium lift expendable launch vehicle,"12,000 kg (26,000 lb)","4,500 kg (9,900 lb)",,No earlier than 2022,ISRO,Under development,[92][151][152]
Unified Modular Launch Vehicle,ULV with 2 x S-200 boosters, India,Medium lift expendable launch vehicle,"15,000 kg (33,000 lb)","6,000 kg (13,000 lb)",,No earlier than 2022,ISRO,Under development,[92][151][152]
Unified Modular Launch Vehicle,HLV variant, India,Heavy lift expendable launch vehicle,"20,000 kg (44,000 lb)","10,000 kg (22,000 lb)",,2020s,ISRO,Under development,[92][151][152]
Unified Modular Launch Vehicle,SHLV variant, India,Super heavy lift expendable launch vehicle,"41,300 kg (91,100 lb)-60,000 kg (130,000 lb)","16,300 kg (35,900 lb)",,2020s,ISRO,Under development,[92][151][152]
Uydu Fırlatma Sistemi,Uydu Fırlatma Sistemi, Turkey,Small lift expendable launch vehicle,Microsatellites (700 km (430 mi)),N/A,,TBD,ROKETSAN,Under development,[153]
Yun Feng SLV,Yun Feng SLV, Republic of China,Small lift expendable launch vehicle,200 kg (440 lb) (500 km (310 mi),N/A,,TBD,NCSIST,Under development,[149]
